id,1,2,3,4,5
0,0.329206129436595,0.3399969918699653,0.2733649772122147,0.2752983461980506,0.3929475842060356
1,0.3381312634014159,0.23950272148602347,0.2971557853421373,0.25366647595256403,0.4220961329184648
2,0.4092457081641581,0.4790089437589512,0.2251127892290501,0.2770801143514182,0.39285250609225353
4,0.318340521901602,0.28415544741800597,0.23536283750312648,0.2752983461980506,0.3394666551602252
7,0.3531224004538358,0.262028741494463,0.4448189807334753,0.35884044884801586,0.4050027801980046
9,0.388642181958848,0.3465643995544398,0.23264017218447058,0.2700752314971955,0.39324908519486235
12,0.3943092236932141,0.3304964676532019,0.2302085115965798,0.269609549145749,0.39324908519486235
14,0.37538003064514563,0.4739113691115455,0.218002061726058,0.2757085347088335,0.3317293256612036
16,0.3813988032243117,0.44517177271491964,0.42750155711607124,0.36977307021021355,0.3966847379514983
21,0.3598878068053609,0.39202370761136246,0.22780460727959473,0.27672867451776023,0.3317293256612036
23,0.2868950095684779,0.2452916434832777,0.489980911857477,0.32157487563582704,0.34845181035244754
26,0.3374723746882729,0.4500447412097892,0.21889427093522978,0.2773623196353932,0.33136083160713553
31,0.2756039579973125,0.3318062162026282,0.2492083227527234,0.27884367034860946,0.37559495340259236
32,0.29307533822154047,0.3308423108664747,0.2638900851736294,0.27343162043271463,0.3394666551602252
33,0.2923746108849057,0.34635376003818863,0.22551085285462472,0.25283079191341706,0.3343811868007763
35,0.3491278932485349,0.42236061657718277,0.2599136405251544,0.43450934658717894,0.3657501911863231
37,0.3054137854204131,0.39936321005582115,0.3778922797545272,0.38917240521546437,0.3563264808672676
38,0.38685957772998714,0.3942515760511115,0.23459544073068567,0.27698764678987187,0.33830517100865276
39,0.31977013091933665,0.35441150706423175,0.4205299730098314,0.37354031332228976,0.37374945650225827
40,0.24983417726387414,0.37402400153219284,0.22700135766654256,0.27366071664486774,0.3317293256612036
41,0.28391372415308525,0.34761553400705897,0.455196324957686,0.3720147809046029,0.35708634721127297
44,0.30588271174376824,0.4739113691115455,0.3239311745837869,0.44936015478126407,0.34845181035244754
47,0.316446824172108,0.39202370761136246,0.4397608603994623,0.39640884960308054,0.36575472246013235
48,0.39217616860660554,0.41211424203260194,0.267674970345844,0.24901690331433873,0.39324908519486235
52,0.3786381421287349,0.26207786713400605,0.42332033979782724,0.3489764841950875,0.4224578587563971
53,0.40341833466514165,0.3161483515457408,0.22925083080406372,0.2728826771040212,0.3318683919809983
54,0.4040624982988284,0.33755100219631384,0.25674038065101235,0.28471689018339763,0.40629230019493645
